question_id,subgraph_type,template_id,template_structure
8289,statement_property,statement_property_1,(E pred ?Obj ) prop value
24515,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
24128,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
26884,center,1.2,?D RDE E
27779,center,1.1,E REF ?F
17136,left-subgraph,5,C RCD xD . xD RDE ?E
19123,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14651,right-subgraph,2,E REF xF . xF RFG ?G
12533,right-subgraph,1,E REF ?F . ?F RFG G
20749,simple question right,1,<S P ?O ; ?O instanceOf Type>
22923,simple question left,2,<?S P O ; ?S InstanceOf Type>
5924,statement_property,statement_property_2,(E pred F) prop ?value
22801,simple question right,1,<S P ?O ; ?O instanceOf Type>
174,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
22525,simple question left,2,<?S P O ; ?S InstanceOf Type>
19928,simple question left,2,<?S P O ; ?S InstanceOf Type>
28352,center,1.1,E REF ?F
10191,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
11162,,3,
27733,center,1.1,E REF ?F
29344,center,1.1,E REF ?F
1385,statement_property,Count_1,Count Obj (ent-pred-obj)
14776,right-subgraph,2,E REF xF . xF RFG ?G
8582,statement_property,statement_property_2,(E pred F) prop ?value
26644,center,1.1,E REF ?F
11424,,3,
26434,center,1.1,E REF ?F
10545,,2,
4178,statement_property,statement_property_1,(E pred ?Obj ) prop value
20131,simple question right,1,<S P ?O ; ?O instanceOf Type>
26261,center,1.1,E REF ?F
26769,center,1.1,E REF ?F
3838,statement_property,statement_property_1,(E pred ?Obj ) prop value
19250,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11598,,3,
22993,simple question left,2,<?S P O ; ?S InstanceOf Type>
28878,center,1.1,E REF ?F
8918,statement_property,statement_property_2,(E pred F) prop ?value
10011,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
29896,simple question left,2,<?S P O ; ?S InstanceOf Type>
15259,right-subgraph,2,E REF xF . xF RFG ?G
29745,center,1.2,?D RDE E
5175,statement_property,statement_property_1,(E pred ?Obj ) prop value
26012,center,1.1,E REF ?F
6707,statement_property,statement_property_1,(E pred ?Obj ) prop value
21510,simple question right,1,<S P ?O ; ?O instanceOf Type>
10044,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
13250,right-subgraph,1,E REF ?F . ?F RFG G
875,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
15451,left-subgraph,5,C RCD xD . xD RDE ?E
28552,center,1.1,E REF ?F
17462,right-subgraph,2,E REF xF . xF RFG ?G
15767,left-subgraph,5,C RCD xD . xD RDE ?E
20729,simple question right,1,<S P ?O ; ?O instanceOf Type>
4306,statement_property,statement_property_1,(E pred ?Obj ) prop value
3562,statement_property,statement_property_1,(E pred ?Obj ) prop value
15801,left-subgraph,5,C RCD xD . xD RDE ?E
20490,simple question right,1,<S P ?O ; ?O instanceOf Type>
24451,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
28338,center,1.2,?D RDE E
503,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
6739,statement_property,statement_property_1,(E pred ?Obj ) prop value
21966,simple question left,2,<?S P O ; ?S InstanceOf Type>
21338,simple question left,2,<?S P O ; ?S InstanceOf Type>
26588,center,1.1,E REF ?F
25750,center,1.1,E REF ?F
7841,statement_property,statement_property_2,(E pred F) prop ?value
3878,statement_property,statement_property_1,(E pred ?Obj ) prop value
27741,center,1.1,E REF ?F
23479,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
9776,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
19797,simple question right,1,<S P ?O ; ?O instanceOf Type>
26050,center,1.1,E REF ?F
20614,simple question left,2,<?S P O ; ?S InstanceOf Type>
29011,center,1.1,E REF ?F
9236,statement_property,statement_property_1,(E pred ?Obj ) prop value
6540,statement_property,statement_property_1,(E pred ?Obj ) prop value
15985,right-subgraph,2,E REF xF . xF RFG ?G
13049,right-subgraph,1,E REF ?F . ?F RFG G
22839,simple question left,2,<?S P O ; ?S InstanceOf Type>
14160,right-subgraph,1,E REF ?F . ?F RFG G
28555,center,1.1,E REF ?F
21363,simple question right,1,<S P ?O ; ?O instanceOf Type>
10315,,2,
2799,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
3543,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
3982,statement_property,statement_property_2,(E pred F) prop ?value
5253,statement_property,statement_property_1,(E pred ?Obj ) prop value
11697,,3,
19927,simple question left,2,<?S P O ; ?S InstanceOf Type>
19942,simple question left,2,<?S P O ; ?S InstanceOf Type>
25008,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
22595,simple question left,2,<?S P O ; ?S InstanceOf Type>
11116,,3,
26854,center,1.1,E REF ?F
23839,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
25661,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
14252,right-subgraph,1,E REF ?F . ?F RFG G
12649,right-subgraph,1,E REF ?F . ?F RFG G
937,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
29381,center,1.1,E REF ?F
3184,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
15571,left-subgraph,5,C RCD xD . xD RDE ?E
17169,right-subgraph,2,E REF xF . xF RFG ?G
8642,statement_property,statement_property_1,(E pred ?Obj ) prop value
28532,center,1.1,E REF ?F
17465,right-subgraph,2,E REF xF . xF RFG ?G
27874,center,1.1,E REF ?F
9741,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
27960,center,1.1,E REF ?F
3793,statement_property,statement_property_1,(E pred ?Obj ) prop value
9753,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
22564,simple question left,2,<?S P O ; ?S InstanceOf Type>
11288,,3,
20817,simple question right,1,<S P ?O ; ?O instanceOf Type>
11890,right-subgraph,1,E REF ?F . ?F RFG G
24813,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
8877,statement_property,statement_property_2,(E pred F) prop ?value
19354,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11770,right-subgraph,1,E REF ?F . ?F RFG G
10289,,2,
28794,center,1.1,E REF ?F
3228,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
113,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
21626,simple question left,2,<?S P O ; ?S InstanceOf Type>
27755,center,1.2,?D RDE E
6649,statement_property,statement_property_2,(E pred F) prop ?value
20070,simple question left,2,<?S P O ; ?S InstanceOf Type>
12564,right-subgraph,1,E REF ?F . ?F RFG G
19974,simple question right,1,<S P ?O ; ?O instanceOf Type>
29093,center,1.1,E REF ?F
21678,simple question right,1,<S P ?O ; ?O instanceOf Type>
6587,statement_property,statement_property_2,(E pred F) prop ?value
13158,right-subgraph,1,E REF ?F . ?F RFG G
24019,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
20153,simple question left,2,<?S P O ; ?S InstanceOf Type>
9511,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
4331,statement_property,statement_property_2,(E pred F) prop ?value
14234,right-subgraph,1,E REF ?F . ?F RFG G
23187,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
15180,left-subgraph,5,C RCD xD . xD RDE ?E
3435,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
8009,statement_property,statement_property_1,(E pred ?Obj ) prop value
7913,statement_property,statement_property_2,(E pred F) prop ?value
29797,simple question left,2,<?S P O ; ?S InstanceOf Type>
28984,center,1.2,?D RDE E
24256,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
16982,left-subgraph,5,C RCD xD . xD RDE ?E
6241,statement_property,statement_property_1,(E pred ?Obj ) prop value
5227,statement_property,statement_property_2,(E pred F) prop ?value
16124,right-subgraph,2,E REF xF . xF RFG ?G
5202,statement_property,statement_property_2,(E pred F) prop ?value
22576,simple question left,2,<?S P O ; ?S InstanceOf Type>
5239,statement_property,statement_property_1,(E pred ?Obj ) prop value
7951,statement_property,statement_property_1,(E pred ?Obj ) prop value
22058,simple question left,2,<?S P O ; ?S InstanceOf Type>
23432,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
20132,simple question right,1,<S P ?O ; ?O instanceOf Type>
26944,center,1.1,E REF ?F
16248,right-subgraph,2,E REF xF . xF RFG ?G
9694,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
4581,statement_property,statement_property_1,(E pred ?Obj ) prop value
19978,simple question left,2,<?S P O ; ?S InstanceOf Type>
13139,right-subgraph,1,E REF ?F . ?F RFG G
23066,simple question right,1,<S P ?O ; ?O instanceOf Type>
3459,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
1493,statement_property,Count_1,Count Obj (ent-pred-obj)
28690,center,1.1,E REF ?F
24684,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
28916,center,1.1,E REF ?F
3131,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
8244,statement_property,statement_property_2,(E pred F) prop ?value
23119,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
593,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
19403,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
26271,center,1.2,?D RDE E
26621,center,1.1,E REF ?F
6852,statement_property,statement_property_2,(E pred F) prop ?value
29798,simple question right,1,<S P ?O ; ?O instanceOf Type>
19072,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
1359,statement_property,Count_1,Count Obj (ent-pred-obj)
22994,simple question right,1,<S P ?O ; ?O instanceOf Type>
23035,simple question right,1,<S P ?O ; ?O instanceOf Type>
23891,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
11262,,3,
25369,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
21771,simple question left,2,<?S P O ; ?S InstanceOf Type>
1952,statement_property,Count_2,Count ent (ent-pred-obj)
13882,right-subgraph,1,E REF ?F . ?F RFG G
22247,simple question left,2,<?S P O ; ?S InstanceOf Type>
2969,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
5946,statement_property,statement_property_2,(E pred F) prop ?value
12094,right-subgraph,1,E REF ?F . ?F RFG G
24906,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
26733,center,1.1,E REF ?F
22255,simple question left,2,<?S P O ; ?S InstanceOf Type>
25940,center,1.1,E REF ?F
13633,right-subgraph,1,E REF ?F . ?F RFG G
4165,statement_property,statement_property_1,(E pred ?Obj ) prop value
17629,left-subgraph,5,C RCD xD . xD RDE ?E
26455,center,1.1,E REF ?F
19339,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
12840,right-subgraph,1,E REF ?F . ?F RFG G
21465,simple question right,1,<S P ?O ; ?O instanceOf Type>
22505,simple question left,2,<?S P O ; ?S InstanceOf Type>
28895,center,1.1,E REF ?F
16852,right-subgraph,2,E REF xF . xF RFG ?G
22003,simple question left,2,<?S P O ; ?S InstanceOf Type>
5209,statement_property,statement_property_1,(E pred ?Obj ) prop value
11717,,3,
7086,statement_property,statement_property_1,(E pred ?Obj ) prop value
2116,statement_property,Count_2,Count ent (ent-pred-obj)
28891,center,1.1,E REF ?F
8937,statement_property,statement_property_1,(E pred ?Obj ) prop value
8234,statement_property,statement_property_2,(E pred F) prop ?value
14590,left-subgraph,5,C RCD xD . xD RDE ?E
14810,right-subgraph,2,E REF xF . xF RFG ?G
20665,simple question left,2,<?S P O ; ?S InstanceOf Type>
14162,right-subgraph,1,E REF ?F . ?F RFG G
2566,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
28814,center,1.1,E REF ?F
29601,center,1.1,E REF ?F
3166,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
26452,center,1.1,E REF ?F
10800,,2,
17738,left-subgraph,5,C RCD xD . xD RDE ?E
14401,right-subgraph,2,E REF xF . xF RFG ?G
28925,center,1.2,?D RDE E
3130,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
15190,right-subgraph,2,E REF xF . xF RFG ?G
18645,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14432,right-subgraph,2,E REF xF . xF RFG ?G
25367,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
9576,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
15103,right-subgraph,2,E REF xF . xF RFG ?G
15060,left-subgraph,5,C RCD xD . xD RDE ?E
16244,left-subgraph,5,C RCD xD . xD RDE ?E
18876,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4090,statement_property,statement_property_2,(E pred F) prop ?value
22110,simple question left,2,<?S P O ; ?S InstanceOf Type>
11174,,3,
10293,,2,
7948,statement_property,statement_property_1,(E pred ?Obj ) prop value
22353,simple question right,1,<S P ?O ; ?O instanceOf Type>
16751,left-subgraph,5,C RCD xD . xD RDE ?E
21847,simple question right,1,<S P ?O ; ?O instanceOf Type>
22530,simple question left,2,<?S P O ; ?S InstanceOf Type>
4498,statement_property,statement_property_1,(E pred ?Obj ) prop value
14381,left-subgraph,5,C RCD xD . xD RDE ?E
11384,,3,
4856,statement_property,statement_property_1,(E pred ?Obj ) prop value
19530,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3290,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
4927,statement_property,statement_property_2,(E pred F) prop ?value
714,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
20806,simple question right,1,<S P ?O ; ?O instanceOf Type>
20890,simple question right,1,<S P ?O ; ?O instanceOf Type>
7917,statement_property,statement_property_2,(E pred F) prop ?value
21125,simple question left,2,<?S P O ; ?S InstanceOf Type>
4421,statement_property,statement_property_1,(E pred ?Obj ) prop value
3329,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
10305,,2,
16070,right-subgraph,2,E REF xF . xF RFG ?G
20104,simple question right,1,<S P ?O ; ?O instanceOf Type>
13350,right-subgraph,1,E REF ?F . ?F RFG G
216,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
10206,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
23055,simple question left,2,<?S P O ; ?S InstanceOf Type>
1504,statement_property,Count_1,Count Obj (ent-pred-obj)
5015,statement_property,statement_property_2,(E pred F) prop ?value
5871,statement_property,statement_property_2,(E pred F) prop ?value
21883,simple question left,2,<?S P O ; ?S InstanceOf Type>
1665,statement_property,Count_2,Count ent (ent-pred-obj)
44,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
2918,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
15001,left-subgraph,5,C RCD xD . xD RDE ?E
17236,right-subgraph,2,E REF xF . xF RFG ?G
9889,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
22835,simple question right,1,<S P ?O ; ?O instanceOf Type>
8399,statement_property,statement_property_1,(E pred ?Obj ) prop value
17862,left-subgraph,5,C RCD xD . xD RDE ?E
11940,right-subgraph,1,E REF ?F . ?F RFG G
25566,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
26259,center,1.2,?D RDE E
12192,right-subgraph,1,E REF ?F . ?F RFG G
29722,center,1.2,?D RDE E
28507,center,1.1,E REF ?F
27950,center,1.1,E REF ?F
29509,center,1.1,E REF ?F
29216,center,1.2,?D RDE E
10053,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
27413,center,1.1,E REF ?F
19415,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
15603,left-subgraph,5,C RCD xD . xD RDE ?E
27437,center,1.1,E REF ?F
19597,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4473,statement_property,statement_property_2,(E pred F) prop ?value
14413,right-subgraph,2,E REF xF . xF RFG ?G
14545,right-subgraph,2,E REF xF . xF RFG ?G
10391,,2,
20544,simple question right,1,<S P ?O ; ?O instanceOf Type>
3926,statement_property,statement_property_1,(E pred ?Obj ) prop value
1792,statement_property,Count_2,Count ent (ent-pred-obj)
22724,simple question left,2,<?S P O ; ?S InstanceOf Type>
27806,center,1.1,E REF ?F
890,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
